x,y
-25.091976230527507,-120.12797105997149
90.14286128198324,359.1703852725647
46.39878836228101,196.94312748495778
19.73169683940732,136.95292049333898
-68.79627191151269,-260.3310412750227
-68.80109593275947,-219.10343095325078
-88.3832775663601,-357.5925612535921
73.23522915498702,311.3980411386903
20.223002348641756,116.72406724225225
41.61451555920911,190.44105550861042
-95.88310114083951,-315.50990242509124
93.98197043239887,369.67554105283557
66.48852816008434,332.926803975725
-57.53217786434477,-195.6173353773074
-63.635006558579875,-195.79026376952532
-63.31909802931324,-255.9231580616668
-39.15155140809246,-160.44347800824022
4.951286326447573,42.220166797231876
-13.610996271576852,27.558190384576378
-41.754171960391616,-138.95364307394928
22.370578944475895,86.50119984005944
-72.10122786959164,-252.69855976878947
-41.57107029295637,-152.23657956756344
-26.727631341261656,-58.79813690897472
-8.786003156592813,-85.61389330700707
57.03519227860272,283.6701518084459
-60.06524356832805,-223.4994673956212
2.8468876827223255,66.05928116143521
18.482913772408494,21.190268333735936
-90.70991745600045,-264.0427045686907
21.50897038028768,128.87862672173173
-65.8951752625417,-191.42300981860114
-86.9896814029441,-334.18531100029395
89.77710745066665,346.6972855572371
93.12640661491187,286.7896139154721
61.67946962329222,223.2399809267135
-39.07724616532586,-65.29970653087422
-80.46557719872322,-221.79442384199422
36.846605302431385,149.7222656855315
-11.969501252079738,-70.63358317842118
-75.59235303104424,-212.29384999994517
-0.9646179777459594,17.592898962790404
-93.12229577695632,-421.9438151308683
81.8640804157564,345.6557727709733
-48.24400367999662,-150.06565457347276
32.50445687079639,193.88816144694096
-37.65778478211781,-166.56577267955257
4.0136042355621555,-124.78757583533248
9.342055868655933,66.65138845755503
-63.02910889489459,-186.02369729803243
93.91692555291172,264.17565805486845
55.02656467222292,163.66799905944993
87.89978831283781,465.4101462809274
78.96547008552977,281.09861459166405
19.579995762217024,125.07793398657037
84.37484700462338,282.77897314776266
-82.3014995896161,-372.5703935063142
-60.80342751617096,-201.32490864639362
-90.95454221789238,-311.6211257769286
-34.933933847347134,-122.26268039913354
-22.2645420621036,-63.657938992682226
-45.730193645220815,-126.84226417599102
65.74750183038586,242.61040884366017
-28.64933466128214,-143.4729797118557
-43.81309806252385,-109.03660364073652
8.539216631649694,-47.58132955534723
-71.81515500504747,-333.87091538187616
60.43939615080794,268.49691126290617
-85.08987126404584,-252.46353581739257
97.37738732010345,357.95108736666026
54.44895385933148,140.7989132699066
-60.25686369316552,-226.29456995978308
-98.89557657527952,-339.2718553978035
63.09228569096683,161.02830148967826
41.37146876952343,127.84870779217039
45.80143360819747,212.92153453752513
54.25406933718915,281.25451089462285
-85.19106965318193,-299.1404814190643
-28.306854291145484,-41.24957230320427
-76.82618809497406,-344.5946618617825
72.6206851751187,307.14496016859596
24.659625365511587,66.11126804291649
-33.82039502947016,-83.00410176774707
-87.28832994279527,-297.8967757117689
-37.80353565686756,-46.29167430984475
-34.96333559465059,-146.09345699827298
45.92123566761282,212.10463971473644
27.511494271042622,102.31485678382249
77.44254851526532,283.1336459029454
-5.557014967610144,-8.642247044595987
-76.08115081233966,-288.56768306789445
42.648957444599006,168.56640276076297
52.157009723379474,199.4171229257371
12.255439513899248,74.95605071898383
54.19343599091221,213.90228325283584
-1.2408807271218478,55.55664493568535
4.546565876398816,82.08841136976429
-14.491796328290079,-83.25245324040533
-94.91617465118097,-268.7679862495948
-78.42171460133912,-313.79282246017965
-93.71416286265315,-278.60677561239925
27.282082252756084,146.47422711978973
-37.128803784734664,-205.51665782969653
1.714138232940556,30.648446141762427
81.51329478521859,281.8717260802493
-50.141554170225014,-193.4337024925563
-17.92341539287405,24.8106626598911
51.11022770860973,166.2018399482631
-54.24036690167551,-210.16013061176676
-84.6040180342414,-272.3293161195902
-42.0497094172464,-92.89449564544157
-67.75574254919911,-224.22752822270323
85.93953046851462,379.1068839232638
61.6240759128834,262.2330487932964
26.680751302084687,4.472063570724899
74.29211803754353,253.54906495605192
60.734415379822906,204.4783488617952
-62.68598822279283,-175.43291110830378
78.51179969799554,163.5504461242788
7.8684483831301435,174.99005477684162
61.4880310328125,261.75941335955423
79.21825998469865,304.7077501423298
-36.39930500562723,-48.31918169873797
-77.98961509446465,-135.78095018999505
-54.41296749161167,-126.90805399122068
-14.578442274748738,16.416106861960415
63.60295318449863,249.14483736896432
72.1461166512687,265.43512061109305
-98.60957389376186,-348.9232808284116
2.149460515513141,-13.782487781431108
-16.517799370244205,-72.16300278082959
-55.57843790585395,-242.052330887638
-76.02692653326343,-249.88781540067316
-32.4769657192744,-177.90275887877976
88.58194078250384,339.582618945949
-35.35941359584895,-105.57447798758841
3.7581243486732205,40.50020013969066
40.60379177903556,136.00669272562484
-27.2740795241412,78.38374017453097
94.35641654419214,418.25325291368813
92.48945898842226,281.48598145524176
-49.643540834927165,-142.10898855090016
-0.5502988215229152,-12.326353022196383
-39.82433803664607,-170.10916946363193
-43.031901124506476,-197.61525749196943
-92.62261052909344,-282.5683023138643
21.91286679597937,62.62602203244909
0.535804645772302,70.26661746146326
-89.70424975000213,-244.27576339848548
-44.270707152677716,-66.25175577379954
81.65317719333075,263.16678187295247
-52.08762186660552,-138.5383959985188
-71.02102558175538,-196.95087870402878
-2.1094479444873997,-11.091976560904143
97.13009082212014,321.36672000777673
-51.58894569769992,-80.08527665315108
34.427109481175705,151.86967697071765
52.323923065743514,234.93211826568918
-52.472491201520064,-204.7575197967166
45.64326972237191,118.78722070219202
-26.44337345614936,-101.02429582112829
